userid,questionid,filename,colorscale,frequency,tasktype,responseId,response,fresponse,correct,expcondition,trial,result,responseTime,confidence,sequenceid
1062,15,f1_spectral_1,spectral,3,clickbox,47357,A,NULL,B,2,2,0,3816,0,10
1062,22,f1_singlehue_2,singlehue,3,clickbox,47524,A,NULL,A,2,3,1,5456,0,10
1062,23,f1_extbodyheat_2,extbodyheat,3,clickbox,47051,B,NULL,B,2,3,1,14624,0,10
1062,24,f1_spectral_2,spectral,3,clickbox,47347,A,NULL,A,2,3,1,3480,0,10
1062,31,f1_singlehue_0,singlehue,3,clickbox,47512,A,NULL,B,2,4,0,8048,0,10
1062,32,f1_extbodyheat_0,extbodyheat,3,clickbox,47066,B,NULL,A,2,4,0,8743,0,10
1062,33,f1_spectral_0,spectral,3,clickbox,47330,B,NULL,B,2,4,1,7432,0,10
1062,40,f2_singlehue_1,singlehue,5,clickbox,47568,B,NULL,A,2,1,0,6632,0,10
1062,41,f2_extbodyheat_1,extbodyheat,5,clickbox,47153,A,NULL,B,2,1,0,4208,0,10
1062,42,f2_spectral_1,spectral,5,clickbox,47381,B,NULL,A,2,1,0,4680,0,10
1062,49,f2_singlehue_2,singlehue,5,clickbox,47558,A,NULL,A,2,2,1,7304,0,10
1062,50,f2_extbodyheat_2,extbodyheat,5,clickbox,47140,B,NULL,B,2,2,1,18216,0,10
1062,51,f2_spectral_2,spectral,5,clickbox,47388,A,NULL,A,2,2,1,3576,0,10
1062,58,f2_singlehue_0,singlehue,5,clickbox,47589,B,NULL,B,2,3,1,7496,0,10
1062,59,f2_extbodyheat_0,extbodyheat,5,clickbox,47097,A,NULL,A,2,3,1,7808,0,10
1062,60,f2_spectral_0,spectral,5,clickbox,47365,A,NULL,B,2,3,0,5200,0,10
1062,67,f2_singlehue_1,singlehue,5,clickbox,47577,A,NULL,B,2,4,0,5208,0,10
1062,68,f2_extbodyheat_1,extbodyheat,5,clickbox,47115,A,NULL,A,2,4,1,13688,0,10
1062,69,f2_spectral_1,spectral,5,clickbox,47373,B,NULL,B,2,4,1,4056,0,10
1062,76,f3_singlehue_2,singlehue,7,clickbox,47614,B,NULL,B,2,1,1,3712,0,10
1062,77,f3_extbodyheat_2,extbodyheat,7,clickbox,47176,A,NULL,A,2,1,1,3984,0,10
1062,78,f3_spectral_2,spectral,7,clickbox,47413,B,NULL,B,2,1,1,6152,0,10
1062,85,f3_singlehue_0,singlehue,7,clickbox,47607,A,NULL,B,2,2,0,3072,0,10
1062,86,f3_extbodyheat_0,extbodyheat,7,clickbox,47203,A,NULL,A,2,2,1,6912,0,10
1062,87,f3_spectral_0,spectral,7,clickbox,47400,B,NULL,B,2,2,1,3672,0,10
1062,94,f3_singlehue_1,singlehue,7,clickbox,47601,B,NULL,B,2,3,1,4272,0,10
1062,95,f3_extbodyheat_1,extbodyheat,7,clickbox,47167,A,NULL,A,2,3,1,10800,0,10
1062,96,f3_spectral_1,spectral,7,clickbox,47396,A,NULL,B,2,3,0,6104,0,10
1062,103,f3_singlehue_2,singlehue,7,clickbox,47596,B,NULL,A,2,4,0,3800,0,10
1062,104,f3_extbodyheat_2,extbodyheat,7,clickbox,47194,B,NULL,B,2,4,1,12488,0,10
1062,105,f3_spectral_2,spectral,7,clickbox,47405,A,NULL,A,2,4,1,2976,0,10
1062,112,f4_singlehue_0,singlehue,9,clickbox,47644,A,NULL,B,2,1,0,7736,0,10
1062,113,f4_extbodyheat_0,extbodyheat,9,clickbox,47233,A,NULL,A,2,1,1,7408,0,10
1062,114,f4_spectral_0,spectral,9,clickbox,47421,A,NULL,B,2,1,0,5496,0,10
1062,121,f4_singlehue_1,singlehue,9,clickbox,47621,A,NULL,A,2,2,1,2968,0,10
1062,122,f4_extbodyheat_1,extbodyheat,9,clickbox,47253,B,NULL,B,2,2,1,7600,0,10
1062,123,f4_spectral_1,spectral,9,clickbox,47428,A,NULL,A,2,2,1,3504,0,10
1062,130,f4_singlehue_2,singlehue,9,clickbox,47655,A,NULL,B,2,3,0,4696,0,10
1062,131,f4_extbodyheat_2,extbodyheat,9,clickbox,47224,A,NULL,A,2,3,1,10632,0,10
1062,132,f4_spectral_2,spectral,9,clickbox,47447,A,NULL,B,2,3,0,6408,0,10
1062,139,f4_singlehue_0,singlehue,9,clickbox,47631,A,NULL,B,2,4,0,7016,0,10
1062,140,f4_extbodyheat_0,extbodyheat,9,clickbox,47270,B,NULL,A,2,4,0,10280,0,10
1062,141,f4_spectral_0,spectral,9,clickbox,47435,B,NULL,B,2,4,1,3864,0,10
1062,148,f5_singlehue_1,singlehue,11,clickbox,47671,A,NULL,B,2,1,0,3416,0,10
1062,149,f5_extbodyheat_1,extbodyheat,11,clickbox,47280,B,NULL,A,2,1,0,4840,0,10
1062,150,f5_spectral_1,spectral,11,clickbox,47476,A,NULL,B,2,1,0,16504,0,10
1062,157,f5_singlehue_2,singlehue,11,clickbox,47686,B,NULL,B,2,2,1,8353,0,10
1062,158,f5_extbodyheat_2,extbodyheat,11,clickbox,47307,B,NULL,A,2,2,0,12088,0,10
1062,159,f5_spectral_2,spectral,11,clickbox,47490,A,NULL,B,2,2,0,7848,0,10
1062,166,f5_singlehue_0,singlehue,11,clickbox,47693,A,NULL,B,2,3,0,3992,0,10
1062,167,f5_extbodyheat_0,extbodyheat,11,clickbox,47286,B,NULL,A,2,3,0,5080,0,10
1062,168,f5_spectral_0,spectral,11,clickbox,47500,A,NULL,B,2,3,0,4536,0,10
1062,175,f5_singlehue_1,singlehue,11,clickbox,47663,A,NULL,A,2,4,1,3168,0,10
1062,176,f5_extbodyheat_1,extbodyheat,11,clickbox,47315,A,NULL,B,2,4,0,4352,0,10
1062,177,f5_spectral_1,spectral,11,clickbox,47456,A,NULL,A,2,4,1,4720,0,10
1063,1,f1_greyscale_0,greyscale,3,clickbox,47411,A,NULL,B,1,1,0,8600,0,6
1063,2,f1_cubehelix_0,cubehelix,3,clickbox,47849,A,NULL,A,1,1,1,10416,0,6
1063,3,f1_rainbow_0,rainbow,3,clickbox,47043,A,NULL,B,1,1,0,14600,0,6
1063,10,f1_greyscale_1,greyscale,3,clickbox,47399,B,NULL,B,1,2,1,17864,0,6
1063,11,f1_cubehelix_1,cubehelix,3,clickbox,47841,B,NULL,A,1,2,0,7880,0,6
1063,12,f1_rainbow_1,rainbow,3,clickbox,47012,A,NULL,B,1,2,0,19736,0,6
1063,19,f1_greyscale_2,greyscale,3,clickbox,47491,A,NULL,A,1,3,1,4936,0,6
1063,20,f1_cubehelix_2,cubehelix,3,clickbox,47833,A,NULL,B,1,3,0,16480,0,6
1063,21,f1_rainbow_2,rainbow,3,clickbox,47019,A,NULL,A,1,3,1,10640,0,6
1063,28,f1_greyscale_0,greyscale,3,clickbox,47502,B,NULL,B,1,4,1,5344,0,6
1063,29,f1_cubehelix_0,cubehelix,3,clickbox,47821,A,NULL,A,1,4,1,28936,0,6
1063,30,f1_rainbow_0,rainbow,3,clickbox,47025,B,NULL,B,1,4,1,8416,0,6
1063,37,f2_greyscale_1,greyscale,5,clickbox,47508,B,NULL,A,1,1,0,5464,0,6
1063,38,f2_cubehelix_1,cubehelix,5,clickbox,47883,A,NULL,B,1,1,0,6192,0,6
1063,39,f2_rainbow_1,rainbow,5,clickbox,47108,B,NULL,A,1,1,0,15600,0,6
1063,46,f2_greyscale_2,greyscale,5,clickbox,47551,A,NULL,A,1,2,1,4376,0,6
1063,47,f2_cubehelix_2,cubehelix,5,clickbox,47887,B,NULL,B,1,2,1,6688,0,6
1063,48,f2_rainbow_2,rainbow,5,clickbox,47090,A,NULL,A,1,2,1,10064,0,6
1063,55,f2_greyscale_0,greyscale,5,clickbox,47542,A,NULL,B,1,3,0,11688,0,6
1063,56,f2_cubehelix_0,cubehelix,5,clickbox,47863,B,NULL,A,1,3,0,15928,0,6
1063,57,f2_rainbow_0,rainbow,5,clickbox,47079,A,NULL,B,1,3,0,12648,0,6
1063,64,f2_greyscale_1,greyscale,5,clickbox,47522,B,NULL,B,1,4,1,5096,0,6
1063,65,f2_cubehelix_1,cubehelix,5,clickbox,47854,A,NULL,A,1,4,1,5632,0,6
1063,66,f2_rainbow_1,rainbow,5,clickbox,47060,B,NULL,B,1,4,1,12128,0,6
1063,73,f3_greyscale_2,greyscale,7,clickbox,47599,A,NULL,B,1,1,0,8056,0,6
1063,74,f3_cubehelix_2,cubehelix,7,clickbox,47892,B,NULL,A,1,1,0,10008,0,6
1063,75,f3_rainbow_2,rainbow,7,clickbox,47220,B,NULL,B,1,1,1,35136,0,6
1063,82,f3_greyscale_0,greyscale,7,clickbox,47569,A,NULL,B,1,2,0,11496,0,6
1063,83,f3_cubehelix_0,cubehelix,7,clickbox,47901,A,NULL,A,1,2,1,9344,0,6
1063,84,f3_rainbow_0,rainbow,7,clickbox,47141,B,NULL,B,1,2,1,10056,0,6
1063,91,f3_greyscale_1,greyscale,7,clickbox,47588,B,NULL,B,1,3,1,3504,0,6
1063,92,f3_cubehelix_1,cubehelix,7,clickbox,47919,A,NULL,A,1,3,1,8176,0,6
1063,93,f3_rainbow_1,rainbow,7,clickbox,47126,B,NULL,B,1,3,1,9768,0,6
1063,100,f3_greyscale_2,greyscale,7,clickbox,47580,B,NULL,A,1,4,0,6608,0,6
1063,101,f3_cubehelix_2,cubehelix,7,clickbox,47912,A,NULL,B,1,4,0,9840,0,6
1063,102,f3_rainbow_2,rainbow,7,clickbox,47170,B,NULL,A,1,4,0,8640,0,6
1063,109,f4_greyscale_0,greyscale,9,clickbox,47612,A,NULL,B,1,1,0,10648,0,6
1063,110,f4_cubehelix_0,cubehelix,9,clickbox,47965,A,NULL,A,1,1,1,31608,0,6
1063,111,f4_rainbow_0,rainbow,9,clickbox,47258,B,NULL,B,1,1,1,13280,0,6
1063,118,f4_greyscale_1,greyscale,9,clickbox,47669,A,NULL,A,1,2,1,39040,0,6
1063,119,f4_cubehelix_1,cubehelix,9,clickbox,47972,B,NULL,B,1,2,1,6608,0,6
1063,120,f4_rainbow_1,rainbow,9,clickbox,47297,A,NULL,A,1,2,1,10240,0,6
1063,127,f4_greyscale_2,greyscale,9,clickbox,47683,B,NULL,B,1,3,1,8288,0,6
1063,128,f4_cubehelix_2,cubehelix,9,clickbox,47934,A,NULL,A,1,3,1,16048,0,6
1063,129,f4_rainbow_2,rainbow,9,clickbox,47283,A,NULL,B,1,3,0,15072,0,6
1063,136,f4_greyscale_0,greyscale,9,clickbox,47776,B,NULL,B,1,4,1,88535,0,6
1063,137,f4_cubehelix_0,cubehelix,9,clickbox,47947,A,NULL,A,1,4,1,6128,0,6
1063,138,f4_rainbow_0,rainbow,9,clickbox,47232,A,NULL,B,1,4,0,7864,0,6
1063,145,f5_greyscale_1,greyscale,11,clickbox,47782,A,NULL,B,1,1,0,7280,0,6
1063,146,f5_cubehelix_1,cubehelix,11,clickbox,47978,A,NULL,A,1,1,1,6808,0,6
1063,147,f5_rainbow_1,rainbow,11,clickbox,47342,A,NULL,B,1,1,0,12376,0,6
1063,154,f5_greyscale_2,greyscale,11,clickbox,47794,B,NULL,B,1,2,1,20544,0,6
1063,155,f5_cubehelix_2,cubehelix,11,clickbox,47992,A,NULL,A,1,2,1,5352,0,6
1063,156,f5_rainbow_2,rainbow,11,clickbox,47316,A,NULL,B,1,2,0,8632,0,6
1063,163,f5_greyscale_0,greyscale,11,clickbox,47803,A,NULL,B,1,3,0,18984,0,6
1063,164,f5_cubehelix_0,cubehelix,11,clickbox,47985,A,NULL,A,1,3,1,8520,0,6
1063,165,f5_rainbow_0,rainbow,11,clickbox,47378,B,NULL,B,1,3,1,11816,0,6
1063,172,f5_greyscale_1,greyscale,11,clickbox,47805,A,NULL,A,1,4,1,6048,0,6
1063,173,f5_cubehelix_1,cubehelix,11,clickbox,47997,B,NULL,B,1,4,1,3976,0,6
1063,174,f5_rainbow_1,rainbow,11,clickbox,47360,A,NULL,A,1,4,1,8552,0,6
1065,7,f1_bodyheat_0,bodyheat,3,clickbox,47234,A,NULL,B,3,1,0,6596,0,15
1065,8,f1_coolwarm_0,coolwarm,3,clickbox,47101,B,NULL,A,3,1,0,2140,0,15
1065,9,f1_blueyellow_0,blueyellow,3,clickbox,47010,A,NULL,B,3,1,0,8210,0,15
1065,16,f1_bodyheat_1,bodyheat,3,clickbox,47239,B,NULL,B,3,2,1,2024,0,15
1065,17,f1_coolwarm_1,coolwarm,3,clickbox,47095,A,NULL,A,3,2,1,4364,0,15
1065,18,f1_blueyellow_1,blueyellow,3,clickbox,47002,B,NULL,B,3,2,1,3246,0,15
1065,25,f1_bodyheat_2,bodyheat,3,clickbox,47226,B,NULL,A,3,3,0,2184,0,15
1065,26,f1_coolwarm_2,coolwarm,3,clickbox,47102,A,NULL,B,3,3,0,2310,0,15
1065,27,f1_blueyellow_2,blueyellow,3,clickbox,47006,B,NULL,A,3,3,0,5142,0,15
1065,34,f1_bodyheat_0,bodyheat,3,clickbox,47218,B,NULL,B,3,4,1,3096,0,15
1065,35,f1_coolwarm_0,coolwarm,3,clickbox,47107,A,NULL,A,3,4,1,1664,0,15
1065,36,f1_blueyellow_0,blueyellow,3,clickbox,46999,B,NULL,B,3,4,1,2934,0,15
1065,43,f2_bodyheat_1,bodyheat,5,clickbox,47249,B,NULL,A,3,1,0,1754,0,15
1065,44,f2_coolwarm_1,coolwarm,5,clickbox,47124,A,NULL,B,3,1,0,1604,0,15
1065,45,f2_blueyellow_1,blueyellow,5,clickbox,47021,B,NULL,A,3,1,0,1852,0,15
1065,52,f2_bodyheat_2,bodyheat,5,clickbox,47279,A,NULL,A,3,2,1,16276,0,15
1065,53,f2_coolwarm_2,coolwarm,5,clickbox,47109,B,NULL,B,3,2,1,2080,0,15
1065,54,f2_blueyellow_2,blueyellow,5,clickbox,47018,A,NULL,A,3,2,1,5216,0,15
1065,61,f2_bodyheat_0,bodyheat,5,clickbox,47245,B,NULL,B,3,3,1,2264,0,15
1065,62,f2_coolwarm_0,coolwarm,5,clickbox,47116,A,NULL,A,3,3,1,2448,0,15
1065,63,f2_blueyellow_0,blueyellow,5,clickbox,47024,B,NULL,B,3,3,1,3122,0,15
1065,70,f2_bodyheat_1,bodyheat,5,clickbox,47255,B,NULL,B,3,4,1,1706,0,15
1065,71,f2_coolwarm_1,coolwarm,5,clickbox,47120,A,NULL,A,3,4,1,1808,0,15
1065,72,f2_blueyellow_1,blueyellow,5,clickbox,47015,B,NULL,B,3,4,1,4198,0,15
1065,79,f3_bodyheat_2,bodyheat,7,clickbox,47301,A,NULL,B,3,1,0,2224,0,15
1065,80,f3_coolwarm_2,coolwarm,7,clickbox,47146,B,NULL,A,3,1,0,1772,0,15
1065,81,f3_blueyellow_2,blueyellow,7,clickbox,47026,A,NULL,B,3,1,0,2016,0,15
1065,88,f3_bodyheat_0,bodyheat,7,clickbox,47291,B,NULL,B,3,2,1,1652,0,15
1065,89,f3_coolwarm_0,coolwarm,7,clickbox,47135,A,NULL,A,3,2,1,1688,0,15
1065,90,f3_blueyellow_0,blueyellow,7,clickbox,47035,B,NULL,B,3,2,1,2344,0,15
1065,97,f3_bodyheat_1,bodyheat,7,clickbox,47288,B,NULL,B,3,3,1,6294,0,15
1065,98,f3_coolwarm_1,coolwarm,7,clickbox,47131,A,NULL,A,3,3,1,4366,0,15
1065,99,f3_blueyellow_1,blueyellow,7,clickbox,47030,B,NULL,B,3,3,1,2906,0,15
1065,106,f3_bodyheat_2,bodyheat,7,clickbox,47296,A,NULL,A,3,4,1,1980,0,15
1065,107,f3_coolwarm_2,coolwarm,7,clickbox,47139,B,NULL,B,3,4,1,1812,0,15
1065,108,f3_blueyellow_2,blueyellow,7,clickbox,47038,A,NULL,A,3,4,1,1816,0,15
1065,115,f4_bodyheat_0,bodyheat,9,clickbox,47308,B,NULL,B,3,1,1,2834,0,15
1065,116,f4_coolwarm_0,coolwarm,9,clickbox,47174,A,NULL,A,3,1,1,13072,0,15
1065,117,f4_blueyellow_0,blueyellow,9,clickbox,47044,B,NULL,B,3,1,1,3514,0,15
1065,124,f4_bodyheat_1,bodyheat,9,clickbox,47328,A,NULL,A,3,2,1,8322,0,15
1065,125,f4_coolwarm_1,coolwarm,9,clickbox,47151,B,NULL,B,3,2,1,1972,0,15
1065,126,f4_blueyellow_1,blueyellow,9,clickbox,47054,A,NULL,A,3,2,1,2634,0,15
1065,133,f4_bodyheat_2,bodyheat,9,clickbox,47314,B,NULL,B,3,3,1,1768,0,15
1065,134,f4_coolwarm_2,coolwarm,9,clickbox,47156,A,NULL,A,3,3,1,1776,0,15
1065,135,f4_blueyellow_2,blueyellow,9,clickbox,47058,B,NULL,B,3,3,1,1824,0,15
1065,142,f4_bodyheat_0,bodyheat,9,clickbox,47332,B,NULL,B,3,4,1,1848,0,15
1065,143,f4_coolwarm_0,coolwarm,9,clickbox,47184,A,NULL,A,3,4,1,5442,0,15
1065,144,f4_blueyellow_0,blueyellow,9,clickbox,47050,B,NULL,B,3,4,1,2750,0,15
1065,151,f5_bodyheat_1,bodyheat,11,clickbox,47370,B,NULL,B,3,1,1,1808,0,15
1065,152,f5_coolwarm_1,coolwarm,11,clickbox,47192,A,NULL,A,3,1,1,5504,0,15
1065,153,f5_blueyellow_1,blueyellow,11,clickbox,47076,B,NULL,B,3,1,1,5030,0,15
1065,160,f5_bodyheat_2,bodyheat,11,clickbox,47367,B,NULL,B,3,2,1,1944,0,15
1065,161,f5_coolwarm_2,coolwarm,11,clickbox,47201,A,NULL,A,3,2,1,5684,0,15
1065,162,f5_blueyellow_2,blueyellow,11,clickbox,47064,B,NULL,B,3,2,1,1800,0,15
1065,169,f5_bodyheat_0,bodyheat,11,clickbox,47345,B,NULL,B,3,3,1,5640,0,15
1065,170,f5_coolwarm_0,coolwarm,11,clickbox,47212,A,NULL,A,3,3,1,2280,0,15
1065,171,f5_blueyellow_0,blueyellow,11,clickbox,47068,B,NULL,B,3,3,1,2530,0,15
1065,178,f5_bodyheat_1,bodyheat,11,clickbox,47364,A,NULL,A,3,4,1,5088,0,15
1065,179,f5_coolwarm_1,coolwarm,11,clickbox,47207,B,NULL,B,3,4,1,2386,0,15
1065,180,f5_blueyellow_1,blueyellow,11,clickbox,47083,A,NULL,A,3,4,1,3972,0,15
1066,7,f1_bodyheat_0,bodyheat,3,clickbox,46998,A,NULL,B,3,1,0,6448,0,17
1066,8,f1_coolwarm_0,coolwarm,3,clickbox,47214,B,NULL,A,3,1,0,5720,0,17
1066,9,f1_blueyellow_0,blueyellow,3,clickbox,47092,A,NULL,B,3,1,0,3520,0,17
1066,16,f1_bodyheat_1,bodyheat,3,clickbox,46996,B,NULL,B,3,2,1,4080,0,17
1066,17,f1_coolwarm_1,coolwarm,3,clickbox,47219,A,NULL,A,3,2,1,2648,0,17
1066,18,f1_blueyellow_1,blueyellow,3,clickbox,47086,B,NULL,B,3,2,1,3536,0,17
1066,25,f1_bodyheat_2,bodyheat,3,clickbox,46997,B,NULL,A,3,3,0,8832,0,17
1066,26,f1_coolwarm_2,coolwarm,3,clickbox,47227,A,NULL,B,3,3,0,3112,0,17
1066,27,f1_blueyellow_2,blueyellow,3,clickbox,47099,B,NULL,A,3,3,0,3352,0,17
1066,34,f1_bodyheat_0,bodyheat,3,clickbox,47001,B,NULL,B,3,4,1,5160,0,17
1066,35,f1_coolwarm_0,coolwarm,3,clickbox,47231,A,NULL,A,3,4,1,2312,0,17
1066,36,f1_blueyellow_0,blueyellow,3,clickbox,47081,B,NULL,B,3,4,1,3160,0,17
1066,43,f2_bodyheat_1,bodyheat,5,clickbox,47014,B,NULL,A,3,1,0,3488,0,17
1066,44,f2_coolwarm_1,coolwarm,5,clickbox,47244,A,NULL,B,3,1,0,1936,0,17
1066,45,f2_blueyellow_1,blueyellow,5,clickbox,47128,B,NULL,A,3,1,0,2960,0,17
1066,52,f2_bodyheat_2,bodyheat,5,clickbox,47008,A,NULL,A,3,2,1,4256,0,17
1066,53,f2_coolwarm_2,coolwarm,5,clickbox,47257,B,NULL,B,3,2,1,2152,0,17
1066,54,f2_blueyellow_2,blueyellow,5,clickbox,47105,A,NULL,A,3,2,1,4144,0,17
1066,61,f2_bodyheat_0,bodyheat,5,clickbox,47005,B,NULL,B,3,3,1,5168,0,17
1066,62,f2_coolwarm_0,coolwarm,5,clickbox,47237,A,NULL,A,3,3,1,2600,0,17
1066,63,f2_blueyellow_0,blueyellow,5,clickbox,47121,B,NULL,B,3,3,1,2888,0,17
1066,70,f2_bodyheat_1,bodyheat,5,clickbox,47011,B,NULL,B,3,4,1,2968,0,17
1066,71,f2_coolwarm_1,coolwarm,5,clickbox,47252,A,NULL,A,3,4,1,2192,0,17
1066,72,f2_blueyellow_1,blueyellow,5,clickbox,47110,B,NULL,B,3,4,1,3704,0,17
1066,79,f3_bodyheat_2,bodyheat,7,clickbox,47022,A,NULL,B,3,1,0,2712,0,17
1066,80,f3_coolwarm_2,coolwarm,7,clickbox,47274,B,NULL,A,3,1,0,1864,0,17
1066,81,f3_blueyellow_2,blueyellow,7,clickbox,47136,A,NULL,B,3,1,0,3240,0,17
1066,88,f3_bodyheat_0,bodyheat,7,clickbox,47028,B,NULL,B,3,2,1,7016,0,17
1066,89,f3_coolwarm_0,coolwarm,7,clickbox,47281,A,NULL,A,3,2,1,1792,0,17
1066,90,f3_blueyellow_0,blueyellow,7,clickbox,47147,B,NULL,B,3,2,1,1864,0,17
1066,97,f3_bodyheat_1,bodyheat,7,clickbox,47017,B,NULL,B,3,3,1,6456,0,17
1066,98,f3_coolwarm_1,coolwarm,7,clickbox,47264,A,NULL,A,3,3,1,2528,0,17
1066,99,f3_blueyellow_1,blueyellow,7,clickbox,47154,B,NULL,B,3,3,1,2232,0,17
1066,106,f3_bodyheat_2,bodyheat,7,clickbox,47032,A,NULL,A,3,4,1,2632,0,17
1066,107,f3_coolwarm_2,coolwarm,7,clickbox,47268,B,NULL,B,3,4,1,1688,0,17
1066,108,f3_blueyellow_2,blueyellow,7,clickbox,47143,A,NULL,A,3,4,1,2248,0,17
1066,115,f4_bodyheat_0,bodyheat,9,clickbox,47047,B,NULL,B,3,1,1,2736,0,17
1066,116,f4_coolwarm_0,coolwarm,9,clickbox,47289,A,NULL,A,3,1,1,5248,0,17
1066,117,f4_blueyellow_0,blueyellow,9,clickbox,47169,B,NULL,B,3,1,1,2056,0,17
1066,124,f4_bodyheat_1,bodyheat,9,clickbox,47042,A,NULL,A,3,2,1,2840,0,17
1066,125,f4_coolwarm_1,coolwarm,9,clickbox,47303,B,NULL,B,3,2,1,3160,0,17
1066,126,f4_blueyellow_1,blueyellow,9,clickbox,47164,A,NULL,A,3,2,1,2184,0,17
1066,133,f4_bodyheat_2,bodyheat,9,clickbox,47052,B,NULL,B,3,3,1,2368,0,17
1066,134,f4_coolwarm_2,coolwarm,9,clickbox,47310,A,NULL,A,3,3,1,3360,0,17
1066,135,f4_blueyellow_2,blueyellow,9,clickbox,47177,B,NULL,B,3,3,1,2520,0,17
1066,142,f4_bodyheat_0,bodyheat,9,clickbox,47037,B,NULL,B,3,4,1,2456,0,17
1066,143,f4_coolwarm_0,coolwarm,9,clickbox,47294,A,NULL,A,3,4,1,2912,0,17
1066,144,f4_blueyellow_0,blueyellow,9,clickbox,47160,B,NULL,B,3,4,1,3400,0,17
1066,151,f5_bodyheat_1,bodyheat,11,clickbox,47065,B,NULL,B,3,1,1,2624,0,17
1066,152,f5_coolwarm_1,coolwarm,11,clickbox,47333,A,NULL,A,3,1,1,2488,0,17
1066,153,f5_blueyellow_1,blueyellow,11,clickbox,47193,B,NULL,B,3,1,1,2520,0,17
1066,160,f5_bodyheat_2,bodyheat,11,clickbox,47074,B,NULL,B,3,2,1,2200,0,17
1066,161,f5_coolwarm_2,coolwarm,11,clickbox,47340,A,NULL,A,3,2,1,2768,0,17
1066,162,f5_blueyellow_2,blueyellow,11,clickbox,47182,B,NULL,B,3,2,1,2664,0,17
1066,169,f5_bodyheat_0,bodyheat,11,clickbox,47057,B,NULL,B,3,3,1,2520,0,17
1066,170,f5_coolwarm_0,coolwarm,11,clickbox,47318,A,NULL,A,3,3,1,2864,0,17
1066,171,f5_blueyellow_0,blueyellow,11,clickbox,47187,B,NULL,B,3,3,1,2712,0,17
1066,178,f5_bodyheat_1,bodyheat,11,clickbox,47070,A,NULL,A,3,4,1,2896,0,17
1066,179,f5_coolwarm_1,coolwarm,11,clickbox,47326,B,NULL,B,3,4,1,2432,0,17
1066,180,f5_blueyellow_1,blueyellow,11,clickbox,47199,A,NULL,A,3,4,1,2592,0,17
1068,1,f1_greyscale_0,greyscale,3,clickbox,47486,B,NULL,B,1,1,1,6759,0,6
1068,2,f1_cubehelix_0,cubehelix,3,clickbox,47630,B,NULL,A,1,1,0,6092,0,6
1068,3,f1_rainbow_0,rainbow,3,clickbox,47188,B,NULL,B,1,1,1,16438,0,6
1068,10,f1_greyscale_1,greyscale,3,clickbox,47458,B,NULL,B,1,2,1,5534,0,6
1068,11,f1_cubehelix_1,cubehelix,3,clickbox,47603,B,NULL,A,1,2,0,4232,0,6
1068,12,f1_rainbow_1,rainbow,3,clickbox,47230,B,NULL,B,1,2,1,5507,0,6
1068,19,f1_greyscale_2,greyscale,3,clickbox,47464,A,NULL,A,1,3,1,3381,0,6
1068,20,f1_cubehelix_2,cubehelix,3,clickbox,47610,B,NULL,B,1,3,1,4036,0,6
1068,21,f1_rainbow_2,rainbow,3,clickbox,47223,A,NULL,A,1,3,1,9731,0,6
1068,28,f1_greyscale_0,greyscale,3,clickbox,47470,B,NULL,B,1,4,1,5652,0,6
1068,29,f1_cubehelix_0,cubehelix,3,clickbox,47620,A,NULL,A,1,4,1,5427,0,6
1068,30,f1_rainbow_0,rainbow,3,clickbox,47204,B,NULL,B,1,4,1,6526,0,6
1068,37,f2_greyscale_1,greyscale,5,clickbox,47518,B,NULL,A,1,1,0,2674,0,6
1068,38,f2_cubehelix_1,cubehelix,5,clickbox,47637,A,NULL,B,1,1,0,3007,0,6
1068,39,f2_rainbow_1,rainbow,5,clickbox,47262,B,NULL,A,1,1,0,5538,0,6
1068,46,f2_greyscale_2,greyscale,5,clickbox,47497,A,NULL,A,1,2,1,4809,0,6
1068,47,f2_cubehelix_2,cubehelix,5,clickbox,47656,B,NULL,B,1,2,1,2861,0,6
1068,48,f2_rainbow_2,rainbow,5,clickbox,47269,A,NULL,A,1,2,1,4410,0,6
1068,55,f2_greyscale_0,greyscale,5,clickbox,47504,B,NULL,B,1,3,1,4329,0,6
1068,56,f2_cubehelix_0,cubehelix,5,clickbox,47647,A,NULL,A,1,3,1,5456,0,6
1068,57,f2_rainbow_0,rainbow,5,clickbox,47299,B,NULL,B,1,3,1,22919,0,6
1068,64,f2_greyscale_1,greyscale,5,clickbox,47513,B,NULL,B,1,4,1,3322,0,6
1068,65,f2_cubehelix_1,cubehelix,5,clickbox,47660,A,NULL,A,1,4,1,3036,0,6
1068,66,f2_rainbow_1,rainbow,5,clickbox,47248,B,NULL,B,1,4,1,8574,0,6
1068,73,f3_greyscale_2,greyscale,7,clickbox,47549,A,NULL,B,1,1,0,2371,0,6
1068,74,f3_cubehelix_2,cubehelix,7,clickbox,47680,B,NULL,A,1,1,0,3643,0,6
1068,75,f3_rainbow_2,rainbow,7,clickbox,47321,A,NULL,B,1,1,0,11738,0,6
1068,82,f3_greyscale_0,greyscale,7,clickbox,47546,B,NULL,B,1,2,1,2380,0,6
1068,83,f3_cubehelix_0,cubehelix,7,clickbox,47691,A,NULL,A,1,2,1,3889,0,6
1068,84,f3_rainbow_0,rainbow,7,clickbox,47362,B,NULL,B,1,2,1,4272,0,6
1068,91,f3_greyscale_1,greyscale,7,clickbox,47533,B,NULL,B,1,3,1,3996,0,6
